Sales,Quantity,Discount,Shipping Time,Month,Year,Day Of Week,Unit Price,Item Price,Value Per Item,Discount Amount,Profit,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Region_East,Region_South,Region_West
64.624,7,0.2,4,8,2016,0,9.232,9.232,9.232,12.9248,22.6184,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
95.976,3,0.2,4,8,2016,0,31.992,31.992,31.992,19.1952,-10.7973,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.788,3,0.8,4,8,2016,0,0.596,0.596,0.596,1.4304000000000001,-3.0396,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.92,4,0.0,3,12,2016,3,5.98,5.98,5.98,0.0,11.7208,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
238.896,6,0.2,4,11,2015,4,39.815999999999995,39.815999999999995,39.815999999999995,47.7792,-26.8758,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
102.36,3,0.2,4,11,2015,4,34.12,34.12,34.12,20.472,-3.8385,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36.882,3,0.7,4,11,2015,4,12.293999999999999,12.293999999999999,12.293999999999999,25.817399999999996,-25.8174,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74.112,8,0.2,5,11,2017,3,9.264,9.264,9.264,14.8224,17.6016,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27.992,1,0.2,5,11,2017,3,27.992,27.992,27.992,5.598400000000001,2.0994,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3.304,1,0.2,5,11,2017,3,3.304,3.304,3.304,0.6608,1.0738,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
339.96,5,0.2,5,10,2015,3,67.99199999999999,67.99199999999999,67.99199999999999,67.992,67.992,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.96,2,0.0,5,12,2017,0,20.98,20.98,20.98,0.0,10.9096,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
75.96,2,0.0,7,11,2016,3,37.98,37.98,37.98,0.0,22.788,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.24,6,0.0,7,11,2016,3,4.54,4.54,4.54,0.0,13.3476,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.096,14,0.2,2,8,2014,0,2.864,2.864,2.864,8.0192,14.5348,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4.72,2,0.2,2,8,2014,0,2.36,2.36,2.36,0.944,1.652,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
23.976,3,0.2,2,8,2014,0,7.992,7.992,7.992,4.7952,7.4925,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
130.464,6,0.2,2,8,2014,0,21.744,21.744,21.744,26.0928,44.0316,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
787.53,3,0.0,4,3,2015,0,262.51,262.51,262.51,0.0,165.3813,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
157.794,1,0.7,5,4,2015,6,157.794,157.794,157.794,110.4558,-115.7156,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47.04,3,0.0,3,6,2016,6,15.68,15.68,15.68,0.0,18.3456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
30.84,4,0.0,3,6,2016,6,7.71,7.71,7.71,0.0,13.878,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
226.56,6,0.0,3,6,2016,6,37.76,37.76,37.76,0.0,63.4368,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
115.02,9,0.0,3,6,2016,6,12.78,12.78,12.78,0.0,51.759,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
68.04,7,0.0,3,6,2016,6,9.72,9.72,9.72,0.0,19.7316,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
600.558,3,0.3,2,12,2014,4,200.186,200.186,200.186,180.1674,-8.5794,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
617.7,6,0.5,5,9,2014,5,102.95,102.95,102.95,308.85,-407.682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.388,2,0.7,7,11,2017,6,1.194,1.194,1.194,1.6715999999999998,-1.8308,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
243.992,7,0.2,7,11,2017,6,34.856,34.856,34.856,48.7984,30.499,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
81.424,2,0.2,4,11,2016,6,40.712,40.712,40.712,16.2848,-9.1602,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
238.56,3,0.0,4,11,2016,6,79.52,79.52,79.52,0.0,26.2416,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
59.97,5,0.4,3,2,2017,3,11.994,11.994,11.994,23.988,-11.994,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
78.304,2,0.2,3,2,2017,3,39.152,39.152,39.152,15.660800000000002,29.364,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
21.456,9,0.2,3,2,2017,3,2.384,2.384,2.384,4.2912,6.9732,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
20.04,3,0.0,6,10,2016,3,6.68,6.68,6.68,0.0,9.6192,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
35.44,1,0.0,6,10,2016,3,35.44,35.44,35.44,0.0,16.6568,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
11.52,4,0.0,6,10,2016,3,2.88,2.88,2.88,0.0,3.456,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4.02,2,0.0,6,10,2016,3,2.01,2.01,2.01,0.0,1.9698,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
76.176,3,0.2,6,10,2016,3,25.392,25.392,25.392,15.2352,26.6616,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
65.88,6,0.0,6,10,2016,3,10.979999999999999,10.979999999999999,10.979999999999999,0.0,18.4464,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43.12,14,0.0,6,10,2016,3,3.0799999999999996,3.0799999999999996,3.0799999999999996,0.0,20.6976,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
